,FV_D,FV_M,FV_DATE,VISIT_CODE,WP_ID,NAICS,RegCode,INDCode,HICCode,HICPerCode,E1524Code,E2554Code,E55pCode,ConCode,Claims_Code
8038,21,11,2019-11-21,2019-11-21 2132290,2132290,237120,2,4,6,4,2,2,2,1,4
1709,16,5,2019-05-16,2019-05-16 294013,294013,452110,1,12,6,1,2,1,1,1,5
13618,7,8,2019-08-07,2019-08-07 2096524,2096524,236220,2,4,6,4,2,2,2,1,4
23451,26,9,2019-09-26,2019-09-26 2118875,2118875,721111,4,9,1,2,2,1,1,4,1
18479,14,2,2019-02-14,2019-02-14 2045834,2045834,237130,4,4,5,5,2,2,2,2,3
11191,5,2,2019-02-05,2019-02-05 1574297,1574297,541940,2,12,7,1,2,1,1,4,5
19947,4,9,2019-09-04,2019-09-04 1203978,1203978,453910,4,12,7,1,2,1,1,3,5
7636,8,11,2019-11-08,2019-11-08 2129398,2129398,812115,2,10,2,2,1,1,2,4,1
11787,27,8,2019-08-27,2019-08-27 2109162,2109162,238990,2,4,6,4,2,2,2,3,4
15014,26,9,2019-09-26,2019-09-26 2074700,2074700,236110,3,4,2,3,2,2,2,2,2
18512,3,1,2019-01-03,2019-01-03 2047528,2047528,236110,4,4,5,5,2,2,2,3,3
18738,7,10,2019-10-07,2019-10-07 2037611,2037611,236220,4,4,5,5,2,2,2,2,3
18233,1,4,2019-04-01,2019-04-01 218861,218861,212316,4,2,1,3,1,2,1,4,1
6379,23,10,2019-10-23,2019-10-23 2124960,2124960,238160,2,4,6,4,2,2,2,3,4
9340,4,9,2019-09-04,2019-09-04 2069958,2069958,236110,2,4,6,4,2,2,2,4,4
9716,29,5,2019-05-29,2019-05-29 2035607,2035607,236220,2,4,6,4,2,2,2,1,4
6032,26,4,2019-04-26,2019-04-26 2078428,2078428,441110,2,12,7,1,2,1,1,3,5
10678,2,5,2019-05-02,2019-05-02 2016528,2016528,336990,2,5,7,2,1,1,2,3,5
2643,14,11,2019-11-14,2019-11-14 2130535,2130535,812115,1,10,1,2,1,1,2,4,1
20819,9,5,2019-05-09,2019-05-09 2042998,2042998,236110,4,4,5,5,2,2,2,3,3
1470,4,9,2019-09-04,2019-09-04 2111627,2111627,531120,1,12,6,1,2,1,1,2,5
6504,18,7,2019-07-18,2019-07-18 1272888,1272888,453999,2,12,7,1,2,1,1,4,5
14722,16,5,2019-05-16,2019-05-16 2040617,2040617,236110,3,4,2,3,2,2,2,3,2
7661,9,7,2019-07-09,2019-07-09 2080726,2080726,236110,2,4,6,4,2,2,2,3,4
7015,29,5,2019-05-29,2019-05-29 2085958,2085958,238990,2,4,6,4,2,2,2,3,4
24945,18,6,2019-06-18,2019-06-18 2091543,2091543,236110,5,4,2,4,2,2,2,3,1
25869,26,9,2019-09-26,2019-09-26 2118581,2118581,236110,5,4,2,4,2,2,2,2,1
2393,11,4,2019-04-11,2019-04-11 1197076,1197076,332810,1,5,3,1,1,1,2,4,3
3365,24,6,2019-06-24,2019-06-24 2066641,2066641,236110,1,4,4,5,2,2,2,2,2
11799,2,3,2019-03-02,2019-03-02 2064973,2064973,812190,2,10,2,2,1,1,2,4,1
15146,7,8,2019-08-07,2019-08-07 1368577,1368577,238160,3,4,2,3,2,2,2,1,2
1720,2,4,2019-04-02,2019-04-02 2046571,2046571,236110,1,4,4,5,2,2,2,3,2
23510,17,1,2019-01-17,2019-01-17 2055746,2055746,238160,4,4,5,5,2,2,2,1,3
11319,21,8,2019-08-21,2019-08-21 1853542,1853542,441110,2,12,7,1,2,1,1,3,5
16585,25,6,2019-06-25,2019-06-25 2092578,2092578,236110,3,4,2,3,2,2,2,3,2
8279,20,11,2019-11-20,2019-11-20 1650458,1650458,326130,2,5,7,2,1,1,2,1,5
393,7,3,2019-03-07,2019-03-07 2026469,2026469,236220,1,4,4,5,2,2,2,3,2
17883,8,11,2019-11-08,2019-11-08 2111382,2111382,237130,4,4,5,5,2,2,2,1,3
3859,30,1,2019-01-30,2019-01-30 2057635,2057635,812190,1,10,1,2,1,1,2,3,1
3624,18,6,2019-06-18,2019-06-18 2075248,2075248,236110,1,4,4,5,2,2,2,4,2
9282,3,6,2019-06-03,2019-06-03 2089658,2089658,238160,2,4,6,4,2,2,2,1,4
16692,28,2,2019-02-28,2019-02-28 2064700,2064700,445120,3,12,7,1,2,1,1,1,5
11711,25,2,2019-02-25,2019-02-25 164540,164540,418990,2,12,7,1,2,1,1,4,5
13932,21,8,2019-08-21,2019-08-21 2108590,2108590,238210,2,4,6,4,2,2,2,1,4
26387,17,6,2019-06-17,2019-06-17 2090180,2090180,812115,5,10,1,1,1,1,2,1,1
9255,5,10,2019-10-05,2019-10-05 2120021,2120021,238160,2,4,6,4,2,2,2,1,4
8975,23,3,2019-03-23,2019-03-23 2070692,2070692,327390,2,5,7,2,1,1,2,1,5
6273,13,9,2019-09-13,2019-09-13 440446,440446,332999,2,5,7,2,1,1,2,4,5
3102,21,1,2019-01-21,2019-01-21 2060721,2060721,446110,1,12,6,1,2,1,1,1,5
23890,24,10,2019-10-24,2019-10-24 2124106,2124106,238170,4,4,5,5,2,2,2,1,3
27041,7,8,2019-08-07,2019-08-07 1101904,1101904,721111,5,9,1,5,2,1,1,3,1
21867,3,10,2019-10-03,2019-10-03 2119637,2119637,236110,4,4,5,5,2,2,2,1,3
3987,12,9,2019-09-12,2019-09-12 2061105,2061105,237310,1,4,4,5,2,2,2,1,2
12859,4,9,2019-09-04,2019-09-04 2111556,2111556,561721,2,12,7,1,2,1,1,1,5
19230,7,2,2019-02-07,2019-02-07 15313,15313,332710,4,5,7,2,1,1,2,4,5
11581,6,5,2019-05-06,2019-05-06 2034885,2034885,236110,2,4,6,4,2,2,2,3,4
13527,10,4,2019-04-10,2019-04-10 2051681,2051681,236110,2,4,6,4,2,2,2,1,4
25906,22,3,2019-03-22,2019-03-22 2071698,2071698,236110,5,4,2,4,2,2,2,2,1
24903,2,7,2019-07-02,2019-07-02 1323504,1323504,722410,5,9,1,5,2,1,1,3,1
13998,19,11,2019-11-19,2019-11-19 2130969,2130969,236110,2,4,6,4,2,2,2,2,4
1642,16,1,2019-01-16,2019-01-16 1916493,1916493,236110,1,4,4,5,2,2,2,3,2
12497,25,6,2019-06-25,2019-06-25 2087485,2087485,236110,2,4,6,4,2,2,2,2,4
4819,18,6,2019-06-18,2019-06-18 2090675,2090675,325314,1,5,3,1,1,1,2,1,3
26838,23,10,2019-10-23,2019-10-23 1894039,1894039,113312,5,1,1,2,1,1,2,1,1
2197,18,9,2019-09-18,2019-09-18 2076856,2076856,238910,1,4,4,5,2,2,2,4,2
25249,24,1,2019-01-24,2019-01-24 2033637,2033637,236220,5,4,2,4,2,2,2,1,1
21831,24,7,2019-07-24,2019-07-24 1978185,1978185,111412,4,1,2,1,1,1,2,2,2
14587,17,9,2019-09-17,2019-09-17 1803842,1803842,442110,2,12,7,1,2,1,1,1,5
22084,30,5,2019-05-30,2019-05-30 1779201,1779201,212323,4,2,1,3,1,2,1,1,1
13169,28,11,2019-11-28,2019-11-28 2114256,2114256,236220,2,4,6,4,2,2,2,1,4
25141,14,1,2019-01-14,2019-01-14 1935332,1935332,236220,5,4,2,4,2,2,2,1,1
24597,13,6,2019-06-13,2019-06-13 96001,96001,212220,5,2,1,3,1,2,1,3,1
1610,8,3,2019-03-08,2019-03-08 2013100,2013100,236220,1,4,4,5,2,2,2,2,2
10433,2,2,2019-02-02,2019-02-02 2058151,2058151,236110,2,4,6,4,2,2,2,4,4
7759,25,8,2019-08-25,2019-08-25 2091240,2091240,812115,2,10,2,2,1,1,2,4,1
15795,9,11,2019-11-09,2019-11-09 2130579,2130579,236110,3,4,2,3,2,2,2,3,2
25171,22,6,2019-06-22,2019-06-22 2092214,2092214,812115,5,10,1,1,1,1,2,1,1
12467,26,7,2019-07-26,2019-07-26 2103401,2103401,532490,2,12,7,1,2,1,1,1,5
18595,8,8,2019-08-08,2019-08-08 189839,189839,327390,4,5,7,2,1,1,2,3,5
16623,15,8,2019-08-15,2019-08-15 2106877,2106877,445310,3,12,7,1,2,1,1,1,5
9651,17,4,2019-04-17,2019-04-17 1302713,1302713,311410,2,5,7,2,1,1,2,4,5
10585,19,11,2019-11-19,2019-11-19 1813179,1813179,337121,2,5,7,2,1,1,2,1,5
20123,11,9,2019-09-11,2019-09-11 2114061,2114061,722512,4,9,1,2,2,1,1,3,1
10272,26,10,2019-10-26,2019-10-26 2113311,2113311,236110,2,4,6,4,2,2,2,2,4
18268,23,4,2019-04-23,2019-04-23 89581,89581,212323,4,2,1,3,1,2,1,4,1
12667,2,5,2019-05-02,2019-05-02 2080188,2080188,238160,2,4,6,4,2,2,2,3,4
9513,26,3,2019-03-26,2019-03-26 1833167,1833167,237310,2,4,6,4,2,2,2,1,4
24374,12,12,2019-12-12,2019-12-12 1049437,1049437,212220,5,2,1,3,1,2,1,4,1
18846,19,2,2019-02-19,2019-02-19 89612,89612,212323,4,2,1,3,1,2,1,2,1
22529,24,10,2019-10-24,2019-10-24 2090915,2090915,237110,4,4,5,5,2,2,2,3,3
11656,24,5,2019-05-24,2019-05-24 2085406,2085406,238160,2,4,6,4,2,2,2,3,4
21290,4,6,2019-06-04,2019-06-04 2087327,2087327,237120,4,4,5,5,2,2,2,2,3
11812,25,4,2019-04-25,2019-04-25 2078029,2078029,722330,2,9,2,3,2,1,1,3,1
6485,15,7,2019-07-15,2019-07-15 2097420,2097420,236110,2,4,6,4,2,2,2,3,4
10149,30,9,2019-09-30,2019-09-30 1283623,1283623,561110,2,12,7,1,2,1,1,1,5
3018,3,5,2019-05-03,2019-05-03 2072114,2072114,236220,1,4,4,5,2,2,2,2,2
10421,12,1,2019-01-12,2019-01-12 2046185,2046185,236110,2,4,6,4,2,2,2,3,4
2678,12,8,2019-08-12,2019-08-12 2051316,2051316,236110,1,4,4,5,2,2,2,3,2
13079,11,8,2019-08-11,2019-08-11 79836,79836,721111,2,9,2,3,2,1,1,1,1
17036,8,7,2019-07-08,2019-07-08 2087813,2087813,236110,3,4,2,3,2,2,2,3,2
4836,1,3,2019-03-01,2019-03-01 9155,9155,322211,1,5,3,1,1,1,2,1,3
14984,26,6,2019-06-26,2019-06-26 1968285,1968285,623110,3,8,6,1,1,2,1,1,4
1303,26,2,2019-02-26,2019-02-26 2040117,2040117,236110,1,4,4,5,2,2,2,4,2
5358,10,12,2019-12-10,2019-12-10 1239020,1239020,452110,2,12,7,1,2,1,1,3,5
20762,11,2,2019-02-11,2019-02-11 1898890,1898890,212323,4,2,1,3,1,2,1,1,1
2316,25,4,2019-04-25,2019-04-25 2050898,2050898,236110,1,4,4,5,2,2,2,3,2
19995,11,9,2019-09-11,2019-09-11 2114444,2114444,451113,4,12,7,1,2,1,1,1,5
11867,7,12,2019-12-07,2019-12-07 2134046,2134046,611510,2,7,1,1,1,2,1,4,1
21793,10,12,2019-12-10,2019-12-10 2123383,2123383,236110,4,4,5,5,2,2,2,1,3
10843,12,7,2019-07-12,2019-07-12 2096819,2096819,713940,2,12,7,1,2,1,1,1,5
14122,16,5,2019-05-16,2019-05-16 2083835,2083835,236110,2,4,6,4,2,2,2,1,4
18098,21,6,2019-06-21,2019-06-21 1623647,1623647,212323,4,2,1,3,1,2,1,1,1
10503,15,6,2019-06-15,2019-06-15 2048663,2048663,236110,2,4,6,4,2,2,2,4,4
17735,18,11,2019-11-18,2019-11-18 2095523,2095523,236110,4,4,5,5,2,2,2,2,3
18668,22,10,2019-10-22,2019-10-22 2110232,2110232,236110,4,4,5,5,2,2,2,3,3
3465,5,9,2019-09-05,2019-09-05 2094952,2094952,237130,1,4,4,5,2,2,2,3,2
7888,17,12,2019-12-17,2019-12-17 2019096,2019096,236110,2,4,6,4,2,2,2,1,4
13641,18,9,2019-09-18,2019-09-18 2087137,2087137,238990,2,4,6,4,2,2,2,1,4
4521,7,5,2019-05-07,2019-05-07 2008588,2008588,236110,1,4,4,5,2,2,2,1,2
9654,22,7,2019-07-22,2019-07-22 1015590,1015590,721111,2,9,2,3,2,1,1,2,1
11914,27,3,2019-03-27,2019-03-27 2072003,2072003,812115,2,10,2,2,1,1,2,3,1
1387,23,8,2019-08-23,2019-08-23 2105132,2105132,236220,1,4,4,5,2,2,2,1,2
1482,27,6,2019-06-27,2019-06-27 1878921,1878921,236110,1,4,4,5,2,2,2,4,2
8986,20,2,2019-02-20,2019-02-20 2062643,2062643,413160,2,12,7,1,2,1,1,3,5
9183,5,10,2019-10-05,2019-10-05 2121572,2121572,238160,2,4,6,4,2,2,2,2,4
19218,10,8,2019-08-10,2019-08-10 2103254,2103254,236110,4,4,5,5,2,2,2,1,3
26651,4,12,2019-12-04,2019-12-04 2133641,2133641,441210,5,12,3,1,2,1,1,1,2
16339,8,6,2019-06-08,2019-06-08 2088347,2088347,236110,3,4,2,3,2,2,2,4,2
1271,3,4,2019-04-03,2019-04-03 2074475,2074475,238160,1,4,4,5,2,2,2,3,2
6479,29,7,2019-07-29,2019-07-29 2100546,2100546,236110,2,4,6,4,2,2,2,3,4
10216,18,9,2019-09-18,2019-09-18 2111644,2111644,236220,2,4,6,4,2,2,2,3,4
4384,10,6,2019-06-10,2019-06-10 2083365,2083365,236220,1,4,4,5,2,2,2,2,2
1462,24,7,2019-07-24,2019-07-24 2099602,2099602,238160,1,4,4,5,2,2,2,4,2
22986,22,1,2019-01-22,2019-01-22 1943067,1943067,236220,4,4,5,5,2,2,2,3,3
25652,22,10,2019-10-22,2019-10-22 2097684,2097684,236110,5,4,2,4,2,2,2,2,1
3163,10,10,2019-10-10,2019-10-10 1277176,1277176,811111,1,10,1,2,1,1,2,1,1
17018,19,7,2019-07-19,2019-07-19 2099167,2099167,236110,3,4,2,3,2,2,2,2,2
19423,5,3,2019-03-05,2019-03-05 1631833,1631833,812116,4,10,3,2,1,1,2,1,2
20182,14,7,2019-07-14,2019-07-14 2097274,2097274,812115,4,10,3,2,1,1,2,4,2
18185,5,2,2019-02-05,2019-02-05 2008026,2008026,236110,4,4,5,5,2,2,2,3,3
23778,5,3,2019-03-05,2019-03-05 2065314,2065314,713940,4,12,7,1,2,1,1,4,5
788,22,1,2019-01-22,2019-01-22 1274778,1274778,444110,1,12,6,1,2,1,1,3,5
26011,11,9,2019-09-11,2019-09-11 2113360,2113360,236210,5,4,2,4,2,2,2,2,1
130,13,5,2019-05-13,2019-05-13 2080006,2080006,236210,1,4,4,5,2,2,2,1,2
7618,6,5,2019-05-06,2019-05-06 2079290,2079290,237310,2,4,6,4,2,2,2,1,4
22342,26,9,2019-09-26,2019-09-26 2117117,2117117,339910,4,5,7,2,1,1,2,4,5
24593,18,1,2019-01-18,2019-01-18 96002,96002,212220,5,2,1,3,1,2,1,3,1
24392,9,5,2019-05-09,2019-05-09 2022094,2022094,237310,5,4,2,4,2,2,2,1,1
10885,17,10,2019-10-17,2019-10-17 2123112,2123112,812115,2,10,2,2,1,1,2,3,1
16136,30,10,2019-10-30,2019-10-30 2112235,2112235,237990,3,4,2,3,2,2,2,1,2
15326,13,11,2019-11-13,2019-11-13 2130129,2130129,236220,3,4,2,3,2,2,2,4,2
25419,8,11,2019-11-08,2019-11-08 2129437,2129437,212314,5,2,1,3,1,2,1,1,1
26380,21,6,2019-06-21,2019-06-21 2085760,2085760,238990,5,4,2,4,2,2,2,2,1
15922,7,7,2019-07-07,2019-07-07 2089682,2089682,236110,3,4,2,3,2,2,2,3,2
25140,5,11,2019-11-05,2019-11-05 34530,34530,212323,5,2,1,3,1,2,1,1,1
23827,23,3,2019-03-23,2019-03-23 2070698,2070698,238330,4,4,5,5,2,2,2,4,3
12589,20,10,2019-10-20,2019-10-20 2122902,2122902,238160,2,4,6,4,2,2,2,1,4
23930,3,1,2019-01-03,2019-01-03 2052352,2052352,238160,4,4,5,5,2,2,2,3,3
20947,4,6,2019-06-04,2019-06-04 1552513,1552513,562920,4,12,7,1,2,1,1,1,5
6226,24,1,2019-01-24,2019-01-24 1215932,1215932,623310,2,8,5,2,1,2,1,2,4
15523,6,7,2019-07-06,2019-07-06 2095118,2095118,812115,3,10,1,2,1,1,2,2,1
14372,26,7,2019-07-26,2019-07-26 2090533,2090533,237110,2,4,6,4,2,2,2,1,4
11224,31,7,2019-07-31,2019-07-31 2101668,2101668,447110,2,12,7,1,2,1,1,2,5
10528,18,12,2019-12-18,2019-12-18 2129319,2129319,236220,2,4,6,4,2,2,2,2,4
4156,4,9,2019-09-04,2019-09-04 2093250,2093250,236210,1,4,4,5,2,2,2,1,2
13342,24,9,2019-09-24,2019-09-24 47248,47248,562990,2,12,7,1,2,1,1,3,5
10470,12,10,2019-10-12,2019-10-12 2064683,2064683,236110,2,4,6,4,2,2,2,3,4
14378,23,10,2019-10-23,2019-10-23 2107594,2107594,236210,2,4,6,4,2,2,2,1,4
11055,25,7,2019-07-25,2019-07-25 214814,214814,493190,2,6,6,3,1,1,2,1,5
12761,1,6,2019-06-01,2019-06-01 2088355,2088355,812115,2,10,2,2,1,1,2,1,1
1424,2,5,2019-05-02,2019-05-02 2063772,2063772,238910,1,4,4,5,2,2,2,3,2
6549,6,8,2019-08-06,2019-08-06 2092013,2092013,236220,2,4,6,4,2,2,2,3,4
26323,19,6,2019-06-19,2019-06-19 1970197,1970197,236110,5,4,2,4,2,2,2,3,1
10135,2,5,2019-05-02,2019-05-02 1958180,1958180,236110,2,4,6,4,2,2,2,4,4
25145,15,10,2019-10-15,2019-10-15 2040359,2040359,236220,5,4,2,4,2,2,2,2,1
1331,2,4,2019-04-02,2019-04-02 2069320,2069320,236110,1,4,4,5,2,2,2,3,2
24710,15,7,2019-07-15,2019-07-15 2091351,2091351,236220,5,4,2,4,2,2,2,2,1
6660,18,3,2019-03-18,2019-03-18 2069670,2069670,236110,2,4,6,4,2,2,2,3,4
15410,30,10,2019-10-30,2019-10-30 2127372,2127372,236110,3,4,2,3,2,2,2,4,2
26692,18,4,2019-04-18,2019-04-18 293252,293252,444190,5,12,3,1,2,1,1,1,2
15433,25,7,2019-07-25,2019-07-25 1964458,1964458,236220,3,4,2,3,2,2,2,4,2
4361,3,10,2019-10-03,2019-10-03 2114874,2114874,238910,1,4,4,5,2,2,2,3,2
20188,23,9,2019-09-23,2019-09-23 2116511,2116511,442110,4,12,7,1,2,1,1,4,5
26278,16,2,2019-02-16,2019-02-16 2062565,2062565,236110,5,4,2,4,2,2,2,2,1
11030,10,12,2019-12-10,2019-12-10 2015108,2015108,236220,2,4,6,4,2,2,2,1,4
25791,8,4,2019-04-08,2019-04-08 2074536,2074536,236110,5,4,2,4,2,2,2,3,1
23811,19,12,2019-12-19,2019-12-19 2135832,2135832,813110,4,10,3,2,1,1,2,3,2
21717,4,10,2019-10-04,2019-10-04 2109880,2109880,237110,4,4,5,5,2,2,2,1,3
15718,13,8,2019-08-13,2019-08-13 2105390,2105390,238990,3,4,2,3,2,2,2,2,2
16707,8,8,2019-08-08,2019-08-08 2102748,2102748,324121,3,5,4,1,1,1,2,3,3
13843,22,8,2019-08-22,2019-08-22 2108139,2108139,236110,2,4,6,4,2,2,2,3,4
23945,25,9,2019-09-25,2019-09-25 2055541,2055541,236220,4,4,5,5,2,2,2,3,3
21145,15,4,2019-04-15,2019-04-15 84628,84628,913910,4,11,1,1,1,2,1,1,1
19460,12,9,2019-09-12,2019-09-12 2042294,2042294,236110,4,4,5,5,2,2,2,1,3
11761,22,8,2019-08-22,2019-08-22 1912526,1912526,236110,2,4,6,4,2,2,2,4,4
12881,17,1,2019-01-17,2019-01-17 2056068,2056068,446120,2,12,7,1,2,1,1,3,5
49,23,5,2019-05-23,2019-05-23 1296568,1296568,561730,1,12,6,1,2,1,1,4,5
16219,21,5,2019-05-21,2019-05-21 2083841,2083841,561721,3,12,7,1,2,1,1,1,5
14456,24,7,2019-07-24,2019-07-24 2067790,2067790,446120,2,12,7,1,2,1,1,1,5
19574,7,1,2019-01-07,2019-01-07 1138956,1138956,441310,4,12,7,1,2,1,1,1,5
19308,10,7,2019-07-10,2019-07-10 15640,15640,453999,4,12,7,1,2,1,1,4,5
23871,2,10,2019-10-02,2019-10-02 2075933,2075933,236220,4,4,5,5,2,2,2,3,3
25428,8,8,2019-08-08,2019-08-08 2094086,2094086,236220,5,4,2,4,2,2,2,1,1
8603,29,5,2019-05-29,2019-05-29 1899505,1899505,236110,2,4,6,4,2,2,2,3,4
2206,24,6,2019-06-24,2019-06-24 2013481,2013481,236110,1,4,4,5,2,2,2,3,2
18613,8,11,2019-11-08,2019-11-08 2129422,2129422,112120,4,1,2,1,1,1,2,1,2
22358,15,1,2019-01-15,2019-01-15 1980826,1980826,236110,4,4,5,5,2,2,2,4,3
10985,20,6,2019-06-20,2019-06-20 2091111,2091111,236220,2,4,6,4,2,2,2,1,4
22503,19,11,2019-11-19,2019-11-19 1885594,1885594,561722,4,12,7,1,2,1,1,1,5
27227,8,5,2019-05-08,2019-05-08 5895,5895,113110,5,1,1,2,1,1,2,1,1
2223,16,9,2019-09-16,2019-09-16 1993056,1993056,236110,1,4,4,5,2,2,2,1,2
16482,15,11,2019-11-15,2019-11-15 2119595,2119595,236220,3,4,2,3,2,2,2,3,2
14967,1,11,2019-11-01,2019-11-01 1616773,1616773,453999,3,12,7,1,2,1,1,4,5
13080,9,2,2019-02-09,2019-02-09 2022025,2022025,238910,2,4,6,4,2,2,2,2,4
6282,16,4,2019-04-16,2019-04-16 1060289,1060289,332999,2,5,7,2,1,1,2,4,5
15556,26,11,2019-11-26,2019-11-26 2132218,2132218,811111,3,10,1,2,1,1,2,1,1
12066,18,10,2019-10-18,2019-10-18 1286288,1286288,722511,2,9,2,3,2,1,1,1,1
24755,20,9,2019-09-20,2019-09-20 2116615,2116615,113312,5,1,1,2,1,1,2,1,1
1949,12,11,2019-11-12,2019-11-12 2129843,2129843,812115,1,10,1,2,1,1,2,2,1
12738,13,9,2019-09-13,2019-09-13 1904238,1904238,236110,2,4,6,4,2,2,2,1,4
1634,25,3,2019-03-25,2019-03-25 2067715,2067715,236220,1,4,4,5,2,2,2,3,2
20656,6,5,2019-05-06,2019-05-06 2076486,2076486,236210,4,4,5,5,2,2,2,1,3
19563,25,3,2019-03-25,2019-03-25 224749,224749,212323,4,2,1,3,1,2,1,4,1
8120,16,8,2019-08-16,2019-08-16 2109224,2109224,238190,2,4,6,4,2,2,2,2,4
12476,30,8,2019-08-30,2019-08-30 2110163,2110163,812190,2,10,2,2,1,1,2,4,1
13929,8,4,2019-04-08,2019-04-08 2074401,2074401,236220,2,4,6,4,2,2,2,4,4
2016,7,7,2019-07-07,2019-07-07 2042184,2042184,236110,1,4,4,5,2,2,2,1,2
752,12,9,2019-09-12,2019-09-12 2113921,2113921,445310,1,12,6,1,2,1,1,3,5
2236,30,1,2019-01-30,2019-01-30 2033089,2033089,236220,1,4,4,5,2,2,2,1,2
25751,2,8,2019-08-02,2019-08-02 2102095,2102095,236110,5,4,2,4,2,2,2,1,1
26337,15,1,2019-01-15,2019-01-15 2056197,2056197,238160,5,4,2,4,2,2,2,3,1
9903,17,4,2019-04-17,2019-04-17 14767,14767,333248,2,5,7,2,1,1,2,1,5
13691,14,2,2019-02-14,2019-02-14 2061238,2061238,236220,2,4,6,4,2,2,2,2,4
8223,12,6,2019-06-12,2019-06-12 2077024,2077024,236220,2,4,6,4,2,2,2,3,4
12203,21,8,2019-08-21,2019-08-21 2100575,2100575,541990,2,12,7,1,2,1,1,1,5
21851,28,5,2019-05-28,2019-05-28 2071800,2071800,236110,4,4,5,5,2,2,2,1,3
8831,12,11,2019-11-12,2019-11-12 2047270,2047270,236220,2,4,6,4,2,2,2,1,4
22337,26,9,2019-09-26,2019-09-26 2109568,2109568,339920,4,5,7,2,1,1,2,4,5
24849,29,5,2019-05-29,2019-05-29 27130,27130,212220,5,2,1,3,1,2,1,4,1
25985,19,6,2019-06-19,2019-06-19 28196,28196,212233,5,2,1,3,1,2,1,4,1
16002,26,10,2019-10-26,2019-10-26 2124471,2124471,238160,3,4,2,3,2,2,2,4,2
16968,18,10,2019-10-18,2019-10-18 2038480,2038480,236110,3,4,2,3,2,2,2,3,2
12570,30,4,2019-04-30,2019-04-30 2078460,2078460,722512,2,9,2,3,2,1,1,3,1
9493,20,2,2019-02-20,2019-02-20 2015047,2015047,236210,2,4,6,4,2,2,2,1,4
1369,4,6,2019-06-04,2019-06-04 1853230,1853230,236110,1,4,4,5,2,2,2,4,2
17363,25,4,2019-04-25,2019-04-25 321395,321395,331210,3,5,4,1,1,1,2,1,3
92,26,7,2019-07-26,2019-07-26 1971244,1971244,237130,1,4,4,5,2,2,2,3,2
6961,26,11,2019-11-26,2019-11-26 2123794,2123794,236220,2,4,6,4,2,2,2,4,4
261,20,6,2019-06-20,2019-06-20 2091576,2091576,238140,1,4,4,5,2,2,2,2,2
13701,14,1,2019-01-14,2019-01-14 2049758,2049758,236220,2,4,6,4,2,2,2,3,4
5397,20,9,2019-09-20,2019-09-20 2113303,2113303,236110,2,4,6,4,2,2,2,1,4
6089,15,2,2019-02-15,2019-02-15 2061319,2061319,811490,2,10,2,2,1,1,2,1,1
5509,2,10,2019-10-02,2019-10-02 2096595,2096595,812115,2,10,2,2,1,1,2,3,1
16460,16,1,2019-01-16,2019-01-16 1678488,1678488,445310,3,12,7,1,2,1,1,1,5
16406,23,1,2019-01-23,2019-01-23 1822569,1822569,236110,3,4,2,3,2,2,2,4,2
2900,5,7,2019-07-05,2019-07-05 2095178,2095178,447110,1,12,6,1,2,1,1,1,5
20424,4,11,2019-11-04,2019-11-04 2116144,2116144,236220,4,4,5,5,2,2,2,1,3
1522,8,7,2019-07-08,2019-07-08 2079865,2079865,236110,1,4,4,5,2,2,2,3,2
23069,28,5,2019-05-28,2019-05-28 1262157,1262157,623110,4,8,7,2,1,2,1,3,5
25501,4,7,2019-07-04,2019-07-04 2077047,2077047,236220,5,4,2,4,2,2,2,3,1
5136,19,2,2019-02-19,2019-02-19 2045403,2045403,237310,2,4,6,4,2,2,2,1,4
11697,1,10,2019-10-01,2019-10-01 2114330,2114330,236110,2,4,6,4,2,2,2,4,4
2487,27,2,2019-02-27,2019-02-27 2022399,2022399,236110,1,4,4,5,2,2,2,1,2
21022,4,3,2019-03-04,2019-03-04 1271795,1271795,336212,4,5,7,2,1,1,2,1,5
17679,16,1,2019-01-16,2019-01-16 2010477,2010477,236110,4,4,5,5,2,2,2,4,3
17273,3,10,2019-10-03,2019-10-03 29966,29966,311340,3,5,4,1,1,1,2,2,3
19744,16,8,2019-08-16,2019-08-16 2075530,2075530,236220,4,4,5,5,2,2,2,3,3
25587,29,8,2019-08-29,2019-08-29 2109990,2109990,238160,5,4,2,4,2,2,2,3,1
18531,6,8,2019-08-06,2019-08-06 2102223,2102223,236220,4,4,5,5,2,2,2,3,3
27076,1,5,2019-05-01,2019-05-01 2079792,2079792,236110,5,4,2,4,2,2,2,3,1
16617,2,3,2019-03-02,2019-03-02 2052017,2052017,236110,3,4,2,3,2,2,2,4,2
5190,13,8,2019-08-13,2019-08-13 2097334,2097334,236220,2,4,6,4,2,2,2,4,4
4385,24,6,2019-06-24,2019-06-24 2092517,2092517,238160,1,4,4,5,2,2,2,3,2
20926,20,8,2019-08-20,2019-08-20 1994033,1994033,236110,4,4,5,5,2,2,2,2,3
10979,16,7,2019-07-16,2019-07-16 2098585,2098585,541619,2,12,7,1,2,1,1,3,5
24480,4,12,2019-12-04,2019-12-04 2024406,2024406,237310,5,4,2,4,2,2,2,2,1
4209,13,8,2019-08-13,2019-08-13 2077116,2077116,236220,1,4,4,5,2,2,2,1,2
6166,20,2,2019-02-20,2019-02-20 1195802,1195802,339990,2,5,7,2,1,1,2,1,5
2368,12,11,2019-11-12,2019-11-12 1890587,1890587,236110,1,4,4,5,2,2,2,4,2
